Week,Weekly Sales,iso_anomaly,rolling_mean,rolling_std,z_score,z_anomaly
2015-01-04,304.508,True,3036.6732500000003,1929.4625663372994,-1.4160239735495217,False
2015-01-11,4619.108,False,2934.9214,1686.38267930645,0.998697757434657,False
2015-01-18,4130.533,False,2607.1901666666668,1708.67077012073,0.8915367781621842,False
2015-01-25,3092.5440000000003,False,2630.5992857142855,1561.0250078723614,0.29592396787757685,False
2015-02-01,2527.9139999999998,False,2329.888375,1676.932120326703,0.11808803862700182,False
2015-02-08,968.534,True,2578.03025,1468.3113847949626,-1.0961545804705126,False
2015-02-15,2771.054,False,2504.48275,1362.383769736471,0.1956653153990255,False
2015-02-22,224.912,True,2505.616375,1363.9329695322735,-1.6721528300486133,False
2015-03-01,2289.643,False,6832.0064999999995,12546.13840919608,-0.36205271708707865,False
2015-03-08,4030.728,False,7015.864375000001,12484.680156578495,-0.2391039528094804,False
2015-03-15,4139.602,False,8190.285375000001,12274.687683408509,-0.33000296866821655,False
2015-03-22,37703.665,True,8896.19025,12079.340150600869,2.384854999597558,True
2015-03-29,3998.777,False,9142.872500000001,11895.714245475698,-0.4324326722925828,False
2015-04-05,10363.902,False,9564.180125,11675.976819313059,0.06849293103059191,False
2015-04-12,8418.293,False,9682.190625000001,11616.680361434514,-0.10880024117698336,False
2015-04-19,2198.37,False,9956.298375,11492.420717682602,-0.6750473695296767,False
2015-04-26,5660.104,False,5739.324,2624.3931110865506,-0.030186026500885265,False
2015-05-03,4974.812,False,6019.724875,2529.9983179388737,-0.4130093160896899,False
2015-05-10,6332.464,False,5539.64125,1864.8647466864445,0.4251368638978858,False
2015-05-17,3967.87,False,5558.598125,1898.769972545259,-0.8377676853967018,False
2015-05-24,6241.984,False,6369.212125000001,1623.6223906153598,-0.07836066177418294,False
2015-05-31,6523.233,False,7054.129700000001,2297.5898716265206,-0.2310667828737277,False
2015-06-07,8569.948,False,7075.272825,2276.4024223642027,0.6565953191385536,False
2015-06-14,8683.282000000001,False,6678.514825,2667.39167438457,0.751583351726007,False
2015-06-21,11139.4446,False,6968.859700000001,2447.5441711017593,1.703987592641736,False
2015-06-28,5143.956999999999,False,6362.072450000001,3153.4319793493028,-0.38628245605962114,False
2015-07-05,3158.4,False,8245.428325,6246.129534628221,-0.8144288870087912,False
2015-07-12,6290.629,False,7581.142324999999,6484.720579318167,-0.1990083164285992,False
2015-07-19,1387.686,False,8177.491575,6811.678895279399,-0.9967888503530963,False
2015-07-26,21590.079999999998,False,7183.553749999999,6897.3279054398345,2.0887112295527888,True
2015-08-02,3255.66,False,7086.371375,6935.542192524633,-0.5523304838558798,False
2015-08-09,13454.076000000001,False,7304.3079375,6820.926168787314,0.9016030829715552,False
2015-08-16,3187.942,False,7047.3355624999995,6902.804660115425,-0.5591051395094041,False
2015-08-23,4366.4980000000005,False,10618.7669375,10172.926399028975,-0.6145988570306369,False
2015-08-30,4901.8925,False,10505.735937500001,10037.735240025593,-0.5582776695638082,False
2015-09-06,4234.85,False,12254.9451625,9810.544975185476,-0.8174974155651709,False
2015-09-13,29959.137,True,12045.8330375,9799.156418033932,1.8280455172174974,False
2015-09-20,20685.832000000002,False,12241.2492875,9611.058753533773,0.8786318894778493,False
2015-09-27,17249.3338,False,13003.9652875,9126.767309966666,0.4651557740344655,False
2015-10-04,11781.179,False,12876.602475000002,9262.088681170815,-0.11826959476504706,False
2015-10-11,4751.272,False,14196.550725000001,8582.07517107712,-1.1005821478739788,False
2015-10-18,10468.226,False,12318.517975,5848.492360939625,-0.3163707603274924,False
2015-10-25,3882.9900000000002,False,11624.142624999999,4978.15131623868,-1.5550255774163466,False
2015-11-01,14794.436,False,12817.1788375,7176.923582054844,0.2755020504111159,False
2015-11-08,14934.875,False,13368.451837499999,7254.931647344823,0.21591149836308718,False
2015-11-15,15130.8292,False,14422.7718375,6384.390213722735,0.1109044621016565,False
2015-11-22,26793.6235,False,14235.62665,6536.988847548101,1.9210675041476115,False
2015-11-29,16191.363,False,16677.309525,5713.911933870111,-0.08504620488101625,False
2015-12-06,13185.832,False,16157.070025,6087.112870737475,-0.48811942345994724,False
2015-12-13,8971.0645,False,16275.293225,6069.142436464183,-1.2035026037806031,False
2015-12-20,23416.453,False,14630.620075,7923.157060037002,1.1088803185934786,False
2015-12-27,10632.52,False,11496.4368875,7363.922375212524,-0.11731748971281991,False
2016-01-03,15880.6606,False,9517.331762500002,8020.219353163774,0.7934108229832673,False
2016-01-10,1973.444,False,9158.4172625,7895.880309915129,-0.9099648146233399,False
2016-01-17,1720.158,False,8443.22045,8169.654211694084,-0.8229310905688734,False
